,country,org_type,flow_type,transaction_type,year,quarter,month,aggregate_type,variable,value,timeframe,measure
753,EC,EC,High-income,Commitments,2020,3,9,Specific donor,Volume,0,Monthly,Country income
754,EC,EC,High-income,Commitments,2020,4,10,Specific donor,Volume,0,Monthly,Country income
755,EC,EC,High-income,Commitments,2020,4,11,Specific donor,Volume,110.4432601,Monthly,Country income
756,EC,EC,High-income,Commitments,2020,4,12,Specific donor,Volume,122.317918,Monthly,Country income
781,EC,EC,Low-income,Commitments,2020,1,1,Specific donor,Volume,245.3195822,Monthly,Country income
782,EC,EC,Low-income,Commitments,2020,1,2,Specific donor,Volume,144.6192906,Monthly,Country income
783,EC,EC,Low-income,Commitments,2020,1,3,Specific donor,Volume,138.8822863,Monthly,Country income
784,EC,EC,Low-income,Commitments,2020,2,4,Specific donor,Volume,-133.4777785,Monthly,Country income
785,EC,EC,Low-income,Commitments,2020,2,5,Specific donor,Volume,-37.30608721,Monthly,Country income
786,EC,EC,Low-income,Commitments,2020,2,6,Specific donor,Volume,317.8660684,Monthly,Country income
787,EC,EC,Low-income,Commitments,2020,3,7,Specific donor,Volume,320.7936363,Monthly,Country income
788,EC,EC,Low-income,Commitments,2020,3,8,Specific donor,Volume,178.4130048,Monthly,Country income
789,EC,EC,Low-income,Commitments,2020,3,9,Specific donor,Volume,220.5238729,Monthly,Country income
790,EC,EC,Low-income,Commitments,2020,4,10,Specific donor,Volume,176.3144999,Monthly,Country income
791,EC,EC,Low-income,Commitments,2020,4,11,Specific donor,Volume,285.698929,Monthly,Country income
792,EC,EC,Low-income,Commitments,2020,4,12,Specific donor,Volume,496.9707373,Monthly,Country income
817,EC,EC,Lower middle-income,Commitments,2020,1,1,Specific donor,Volume,-14.55371386,Monthly,Country income
818,EC,EC,Lower middle-income,Commitments,2020,1,2,Specific donor,Volume,412.3075186,Monthly,Country income
819,EC,EC,Lower middle-income,Commitments,2020,1,3,Specific donor,Volume,-94.91337072,Monthly,Country income
820,EC,EC,Lower middle-income,Commitments,2020,2,4,Specific donor,Volume,183.8138229,Monthly,Country income
821,EC,EC,Lower middle-income,Commitments,2020,2,5,Specific donor,Volume,363.8025474,Monthly,Country income
822,EC,EC,Lower middle-income,Commitments,2020,2,6,Specific donor,Volume,268.8887774,Monthly,Country income
823,EC,EC,Lower middle-income,Commitments,2020,3,7,Specific donor,Volume,272.8147476,Monthly,Country income
824,EC,EC,Lower middle-income,Commitments,2020,3,8,Specific donor,Volume,849.7949766,Monthly,Country income
825,EC,EC,Lower middle-income,Commitments,2020,3,9,Specific donor,Volume,1613.275949,Monthly,Country income
826,EC,EC,Lower middle-income,Commitments,2020,4,10,Specific donor,Volume,535.1040241,Monthly,Country income
827,EC,EC,Lower middle-income,Commitments,2020,4,11,Specific donor,Volume,180.7453846,Monthly,Country income
828,EC,EC,Lower middle-income,Commitments,2020,4,12,Specific donor,Volume,3801.390035,Monthly,Country income
853,EC,EC,Upper middle-income,Commitments,2020,1,1,Specific donor,Volume,58.44037027,Monthly,Country income
854,EC,EC,Upper middle-income,Commitments,2020,1,2,Specific donor,Volume,225.6568137,Monthly,Country income
855,EC,EC,Upper middle-income,Commitments,2020,1,3,Specific donor,Volume,124.4112733,Monthly,Country income
856,EC,EC,Upper middle-income,Commitments,2020,2,4,Specific donor,Volume,133.8463951,Monthly,Country income
857,EC,EC,Upper middle-income,Commitments,2020,2,5,Specific donor,Volume,96.77404214,Monthly,Country income
858,EC,EC,Upper middle-income,Commitments,2020,2,6,Specific donor,Volume,435.1490435,Monthly,Country income
859,EC,EC,Upper middle-income,Commitments,2020,3,7,Specific donor,Volume,646.5148477,Monthly,Country income
860,EC,EC,Upper middle-income,Commitments,2020,3,8,Specific donor,Volume,191.4210384,Monthly,Country income
861,EC,EC,Upper middle-income,Commitments,2020,3,9,Specific donor,Volume,66.07613199,Monthly,Country income
862,EC,EC,Upper middle-income,Commitments,2020,4,10,Specific donor,Volume,240.3703129,Monthly,Country income
863,EC,EC,Upper middle-income,Commitments,2020,4,11,Specific donor,Volume,621.3456017,Monthly,Country income
864,EC,EC,Upper middle-income,Commitments,2020,4,12,Specific donor,Volume,1401.958444,Monthly,Country income
889,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,1,1,Specific donor,Volume,146.1205977,Monthly,Country income
890,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,1,2,Specific donor,Volume,225.268493,Monthly,Country income
891,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,1,3,Specific donor,Volume,64.44223145,Monthly,Country income
892,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,2,4,Specific donor,Volume,184.2149404,Monthly,Country income
893,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,2,5,Specific donor,Volume,254.0429829,Monthly,Country income
894,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,2,6,Specific donor,Volume,190.9525361,Monthly,Country income
895,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,3,7,Specific donor,Volume,681.4600492,Monthly,Country income
896,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,3,8,Specific donor,Volume,43.77253081,Monthly,Country income
897,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,3,9,Specific donor,Volume,0,Monthly,Country income
898,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,4,10,Specific donor,Volume,383.8803252,Monthly,Country income
899,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,4,11,Specific donor,Volume,112.5061327,Monthly,Country income
900,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,High-income,Commitments,2020,4,12,Specific donor,Volume,233.3940441,Monthly,Country income
925,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,1,1,Specific donor,Volume,140.3314496,Monthly,Country income
926,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,1,2,Specific donor,Volume,0,Monthly,Country income
927,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,1,3,Specific donor,Volume,0,Monthly,Country income
928,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,2,4,Specific donor,Volume,0,Monthly,Country income
929,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,2,5,Specific donor,Volume,0,Monthly,Country income
930,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,2,6,Specific donor,Volume,0,Monthly,Country income
931,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,3,7,Specific donor,Volume,1.388418497,Monthly,Country income
932,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,3,8,Specific donor,Volume,0,Monthly,Country income
933,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,3,9,Specific donor,Volume,0,Monthly,Country income
934,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,4,10,Specific donor,Volume,0,Monthly,Country income
935,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,4,11,Specific donor,Volume,0,Monthly,Country income
936,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Low-income,Commitments,2020,4,12,Specific donor,Volume,1.966926182,Monthly,Country income
961,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,1,1,Specific donor,Volume,178.5186358,Monthly,Country income
962,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,1,2,Specific donor,Volume,22.3686102,Monthly,Country income
963,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,1,3,Specific donor,Volume,198.7230507,Monthly,Country income
964,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,2,4,Specific donor,Volume,112.05,Monthly,Country income
965,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,2,5,Specific donor,Volume,153.189647,Monthly,Country income
966,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,2,6,Specific donor,Volume,355.4937657,Monthly,Country income
967,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,3,7,Specific donor,Volume,217.5278173,Monthly,Country income
968,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,3,8,Specific donor,Volume,568.8744073,Monthly,Country income
969,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,3,9,Specific donor,Volume,97.25587293,Monthly,Country income
970,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,4,10,Specific donor,Volume,52.15252996,Monthly,Country income
971,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,4,11,Specific donor,Volume,80.77341579,Monthly,Country income
972,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Lower middle-income,Commitments,2020,4,12,Specific donor,Volume,681.5681337,Monthly,Country income
997,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,1,1,Specific donor,Volume,82.93117993,Monthly,Country income
998,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,1,2,Specific donor,Volume,239.2180008,Monthly,Country income
999,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,1,3,Specific donor,Volume,6.91471402,Monthly,Country income
1000,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,2,4,Specific donor,Volume,142.86375,Monthly,Country income
1001,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,2,5,Specific donor,Volume,333.3572008,Monthly,Country income
1002,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,2,6,Specific donor,Volume,794.5861166,Monthly,Country income
1003,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,3,7,Specific donor,Volume,476.419754,Monthly,Country income
1004,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,3,8,Specific donor,Volume,101.3527219,Monthly,Country income
1005,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,3,9,Specific donor,Volume,397.3470168,Monthly,Country income
1006,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,4,10,Specific donor,Volume,116.1720177,Monthly,Country income
1007,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,4,11,Specific donor,Volume,346.162412,Monthly,Country income
1008,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Upper middle-income,Commitments,2020,4,12,Specific donor,Volume,333.3886888,Monthly,Country income
1033,Germany,Germany,High-income,Commitments,2020,1,1,Specific donor,Volume,5.444047323,Monthly,Country income
1034,Germany,Germany,High-income,Commitments,2020,1,2,Specific donor,Volume,0.095221395,Monthly,Country income
1035,Germany,Germany,High-income,Commitments,2020,1,3,Specific donor,Volume,0.00952044,Monthly,Country income
1036,Germany,Germany,High-income,Commitments,2020,2,4,Specific donor,Volume,0.133980381,Monthly,Country income
1037,Germany,Germany,High-income,Commitments,2020,2,5,Specific donor,Volume,0.320073559,Monthly,Country income
1038,Germany,Germany,High-income,Commitments,2020,2,6,Specific donor,Volume,0.218943243,Monthly,Country income
1039,Germany,Germany,High-income,Commitments,2020,3,7,Specific donor,Volume,0.011108637,Monthly,Country income
1040,Germany,Germany,High-income,Commitments,2020,3,8,Specific donor,Volume,0.098824614,Monthly,Country income
