"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value"
"324","EC","EC","Infrastructure","Disbursements","2020","Donor","Volume",965.959756720607
"325","EC","EC","Other social services","Commitments","2018","Donor","Volume",800.52216151012
"326","EC","EC","Other social services","Commitments","2019","Donor","Volume",1244.89561241507
"327","EC","EC","Other social services","Commitments","2020","Donor","Volume",575.610216992307
"328","EC","EC","Other social services","Disbursements","2018","Donor","Volume",495.227190038733
"329","EC","EC","Other social services","Disbursements","2019","Donor","Volume",489.330948664867
"330","EC","EC","Other social services","Disbursements","2020","Donor","Volume",869.518577801918
"331","EC","EC","Water & sanitation","Commitments","2018","Donor","Volume",392.15099733435
"332","EC","EC","Water & sanitation","Commitments","2019","Donor","Volume",817.454828649644
"333","EC","EC","Water & sanitation","Commitments","2020","Donor","Volume",120.79338242436
"334","EC","EC","Water & sanitation","Disbursements","2018","Donor","Volume",394.080636726917
"335","EC","EC","Water & sanitation","Disbursements","2019","Donor","Volume",343.973264695951
"336","EC","EC","Water & sanitation","Disbursements","2020","Donor","Volume",357.140150817925
"337","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Commitments","2018","Donor","Volume",366.729693815525
"338","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Commitments","2019","Donor","Volume",289.050247253064
"339","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Commitments","2020","Donor","Volume",280.59171182532
"340","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Disbursements","2018","Donor","Volume",0
"341","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Disbursements","2019","Donor","Volume",0
"342","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Agriculture & food security","Disbursements","2020","Donor","Volume",0
"343","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Commitments","2018","Donor","Volume",2559.64360123803
"344","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Commitments","2019","Donor","Volume",3268.60493279072
"345","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Commitments","2020","Donor","Volume",4037.56057277559
"346","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Disbursements","2018","Donor","Volume",1.94822327164
"347","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Disbursements","2019","Donor","Volume",0
"348","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Business & industry","Disbursements","2020","Donor","Volume",2.80270779291
"349","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Commitments","2018","Donor","Volume",0
"350","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Commitments","2019","Donor","Volume",0
"351","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Commitments","2020","Donor","Volume",0
"352","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Disbursements","2018","Donor","Volume",0
"353","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Disbursements","2019","Donor","Volume",0
"354","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Education","Disbursements","2020","Donor","Volume",0
"355","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Commitments","2018","Donor","Volume",0
"356","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Commitments","2019","Donor","Volume",0
"357","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Commitments","2020","Donor","Volume",0
"358","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Disbursements","2018","Donor","Volume",0
"359","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Disbursements","2019","Donor","Volume",0
"360","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Governance & security","Disbursements","2020","Donor","Volume",0
"361","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Commitments","2018","Donor","Volume",0
"362","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Commitments","2019","Donor","Volume",0
"363","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Commitments","2020","Donor","Volume",0
"364","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Disbursements","2018","Donor","Volume",0
"365","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Disbursements","2019","Donor","Volume",0
"366","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Health","Disbursements","2020","Donor","Volume",0
"367","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Commitments","2018","Donor","Volume",1744.79232262878
"368","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Commitments","2019","Donor","Volume",1870.18238677068
"369","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Commitments","2020","Donor","Volume",1780.16021030511
"370","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Disbursements","2018","Donor","Volume",592.656304821325
"371","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Disbursements","2019","Donor","Volume",466.403535080901
"372","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Infrastructure","Disbursements","2020","Donor","Volume",452.59570632843
"373","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Commitments","2018","Donor","Volume",338.178028648795
"374","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Commitments","2019","Donor","Volume",335.122284329613
"375","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Commitments","2020","Donor","Volume",102.925163127465
"376","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Disbursements","2018","Donor","Volume",0
"377","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Disbursements","2019","Donor","Volume",0
"378","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other social services","Disbursements","2020","Donor","Volume",0
"379","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Commitments","2018","Donor","Volume",426.238084107555
"380","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Commitments","2019","Donor","Volume",468.986922866044
"381","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Commitments","2020","Donor","Volume",316.59145494372
"382","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Disbursements","2018","Donor","Volume",24.270161759615
"383","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Disbursements","2019","Donor","Volume",32.404508452998
"384","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Water & sanitation","Disbursements","2020","Donor","Volume",118.695398954535
"385","Finland","Finland","Agriculture & food security","Commitments","2018","Donor","Volume",0
"386","Finland","Finland","Agriculture & food security","Commitments","2019","Donor","Volume",0
